t 1 jL0300
7.2530000e-001 -7.0990783e-004 7.0990783e-004
7.2540000e-001 -7.0919863e-004 7.0919863e-004
7.2550000e-001 -7.0849014e-004 7.0849014e-004
7.2560000e-001 -7.0778236e-004 7.0778236e-004
7.2570000e-001 -7.0707528e-004 7.0707528e-004
7.2580000e-001 -7.0636891e-004 7.0636891e-004
7.2590000e-001 -7.0566325e-004 7.0566325e-004
7.2600000e-001 -7.0495829e-004 7.0495829e-004
7.2610000e-001 -7.0425404e-004 7.0425404e-004
7.2620000e-001 -7.0355049e-004 7.0355049e-004
7.2630000e-001 -7.0284764e-004 7.0284764e-004
7.2640000e-001 -7.0214549e-004 7.0214549e-004
7.2650000e-001 -7.0144405e-004 7.0144405e-004
7.2660000e-001 -7.0074331e-004 7.0074331e-004
7.2670000e-001 -7.0004326e-004 7.0004326e-004
7.2680000e-001 -6.9934392e-004 6.9934392e-004
7.2690000e-001 -6.9864527e-004 6.9864527e-004
7.2700000e-001 -6.9794733e-004 6.9794733e-004
7.2710000e-001 -6.9725008e-004 6.9725008e-004
7.2720000e-001 -6.9655352e-004 6.9655352e-004
7.2730000e-001 -6.9585767e-004 6.9585767e-004
7.2740000e-001 -6.9516250e-004 6.9516250e-004
7.2750000e-001 -6.9446803e-004 6.9446803e-004
7.2760000e-001 -6.9377426e-004 6.9377426e-004
7.2770000e-001 -6.9308118e-004 6.9308118e-004
7.2780000e-001 -6.9238879e-004 6.9238879e-004
7.2790000e-001 -6.9169709e-004 6.9169709e-004
7.2800000e-001 -6.9100609e-004 6.9100609e-004
7.2810000e-001 -6.9031577e-004 6.9031577e-004
7.2820000e-001 -6.8962615e-004 6.8962615e-004
7.2830000e-001 -6.8893721e-004 6.8893721e-004
7.2840000e-001 -6.8824896e-004 6.8824896e-004
7.2850000e-001 -6.8756140e-004 6.8756140e-004
7.2860000e-001 -6.8687452e-004 6.8687452e-004
7.2870000e-001 -6.8618833e-004 6.8618833e-004
7.2880000e-001 -6.8550283e-004 6.8550283e-004
7.2890000e-001 -6.8481801e-004 6.8481801e-004
7.2900000e-001 -6.8413388e-004 6.8413388e-004
7.2910000e-001 -6.8345043e-004 6.8345043e-004
7.2920000e-001 -6.8276766e-004 6.8276766e-004
7.2930000e-001 -6.8208558e-004 6.8208558e-004
7.2940000e-001 -6.8140417e-004 6.8140417e-004
7.2950000e-001 -6.8072345e-004 6.8072345e-004
7.2960000e-001 -6.8004341e-004 6.8004341e-004
7.2970000e-001 -6.7936404e-004 6.7936404e-004
7.2980000e-001 -6.7868536e-004 6.7868536e-004
7.2990000e-001 -6.7800735e-004 6.7800735e-004
7.3000000e-001 -6.7733002e-004 6.7733002e-004
7.3010000e-001 -6.7665337e-004 6.7665337e-004
7.3020000e-001 -6.7597739e-004 6.7597739e-004
7.3030000e-001 -6.7530209e-004 6.7530209e-004
7.3040000e-001 -6.7462746e-004 6.7462746e-004
7.3050000e-001 -6.7395350e-004 6.7395350e-004
7.3060000e-001 -6.7328022e-004 6.7328022e-004
7.3070000e-001 -6.7260762e-004 6.7260762e-004
7.3080000e-001 -6.7193568e-004 6.7193568e-004
7.3090000e-001 -6.7126442e-004 6.7126442e-004
7.3100000e-001 -6.7059382e-004 6.7059382e-004
7.3110000e-001 -6.6992390e-004 6.6992390e-004
7.3120000e-001 -6.6925464e-004 6.6925464e-004
7.3130000e-001 -6.6858606e-004 6.6858606e-004
7.3140000e-001 -6.6791814e-004 6.6791814e-004
7.3150000e-001 -6.6725089e-004 6.6725089e-004
7.3160000e-001 -6.6658431e-004 6.6658431e-004
7.3170000e-001 -6.6591839e-004 6.6591839e-004
7.3180000e-001 -6.6525313e-004 6.6525313e-004
7.3190000e-001 -6.6458854e-004 6.6458854e-004
7.3200000e-001 -6.6392462e-004 6.6392462e-004
7.3210000e-001 -6.6326136e-004 6.6326136e-004
7.3220000e-001 -6.6259876e-004 6.6259876e-004
7.3230000e-001 -6.6193682e-004 6.6193682e-004
7.3240000e-001 -6.6127555e-004 6.6127555e-004
7.3250000e-001 -6.6061493e-004 6.6061493e-004
7.3260000e-001 -6.5995498e-004 6.5995498e-004
7.3270000e-001 -6.5929568e-004 6.5929568e-004
7.3280000e-001 -6.5863705e-004 6.5863705e-004
7.3290000e-001 -6.5797907e-004 6.5797907e-004
7.3300000e-001 -6.5732174e-004 6.5732174e-004
7.3310000e-001 -6.5666508e-004 6.5666508e-004
7.3320000e-001 -6.5600907e-004 6.5600907e-004
7.3330000e-001 -6.5535372e-004 6.5535372e-004
7.3340000e-001 -6.5469902e-004 6.5469902e-004
7.3350000e-001 -6.5404497e-004 6.5404497e-004
7.3360000e-001 -6.5339158e-004 6.5339158e-004
7.3370000e-001 -6.5273884e-004 6.5273884e-004
7.3380000e-001 -6.5208676e-004 6.5208676e-004
7.3390000e-001 -6.5143532e-004 6.5143532e-004
7.3400000e-001 -6.5078454e-004 6.5078454e-004
7.3410000e-001 -6.5013440e-004 6.5013440e-004
7.3420000e-001 -6.4948492e-004 6.4948492e-004
7.3430000e-001 -6.4883608e-004 6.4883608e-004
7.3440000e-001 -6.4818789e-004 6.4818789e-004
7.3450000e-001 -6.4754035e-004 6.4754035e-004
7.3460000e-001 -6.4689346e-004 6.4689346e-004
7.3470000e-001 -6.4624721e-004 6.4624721e-004
7.3480000e-001 -6.4560161e-004 6.4560161e-004
7.3490000e-001 -6.4495665e-004 6.4495665e-004
7.3500000e-001 -6.4431234e-004 6.4431234e-004
7.3510000e-001 -6.4366867e-004 6.4366867e-004
7.3520000e-001 -6.4302565e-004 6.4302565e-004
7.3530000e-001 -6.4238326e-004 6.4238326e-004
7.3540000e-001 -6.4174152e-004 6.4174152e-004
7.3550000e-001 -6.4110042e-004 6.4110042e-004
7.3560000e-001 -6.4045996e-004 6.4045996e-004
7.3570000e-001 -6.3982014e-004 6.3982014e-004
7.3580000e-001 -6.3918096e-004 6.3918096e-004
7.3590000e-001 -6.3854242e-004 6.3854242e-004
7.3600000e-001 -6.3790451e-004 6.3790451e-004
7.3610000e-001 -6.3726725e-004 6.3726725e-004
7.3620000e-001 -6.3663062e-004 6.3663062e-004
7.3630000e-001 -6.3599462e-004 6.3599462e-004
7.3640000e-001 -6.3535926e-004 6.3535926e-004
7.3650000e-001 -6.3472454e-004 6.3472454e-004
7.3660000e-001 -6.3409045e-004 6.3409045e-004
7.3670000e-001 -6.3345699e-004 6.3345699e-004
7.3680000e-001 -6.3282417e-004 6.3282417e-004
7.3690000e-001 -6.3219197e-004 6.3219197e-004
7.3700000e-001 -6.3156041e-004 6.3156041e-004
7.3710000e-001 -6.3092948e-004 6.3092948e-004
7.3720000e-001 -6.3029918e-004 6.3029918e-004
7.3730000e-001 -6.2966951e-004 6.2966951e-004
7.3740000e-001 -6.2904047e-004 6.2904047e-004
7.3750000e-001 -6.2841206e-004 6.2841206e-004
7.3760000e-001 -6.2778428e-004 6.2778428e-004
7.3770000e-001 -6.2715712e-004 6.2715712e-004
7.3780000e-001 -6.2653059e-004 6.2653059e-004
7.3790000e-001 -6.2590469e-004 6.2590469e-004
7.3800000e-001 -6.2527941e-004 6.2527941e-004
7.3810000e-001 -6.2465475e-004 6.2465475e-004
7.3820000e-001 -6.2403072e-004 6.2403072e-004
7.3830000e-001 -6.2340731e-004 6.2340731e-004
7.3840000e-001 -6.2278453e-004 6.2278453e-004
7.3850000e-001 -6.2216237e-004 6.2216237e-004
7.3860000e-001 -6.2154083e-004 6.2154083e-004
7.3870000e-001 -6.2091991e-004 6.2091991e-004
7.3880000e-001 -6.2029961e-004 6.2029961e-004
7.3890000e-001 -6.1967993e-004 6.1967993e-004
7.3900000e-001 -6.1906087e-004 6.1906087e-004
7.3910000e-001 -6.1844242e-004 6.1844242e-004
7.3920000e-001 -6.1782460e-004 6.1782460e-004
7.3930000e-001 -6.1720739e-004 6.1720739e-004
7.3940000e-001 -6.1659080e-004 6.1659080e-004
7.3950000e-001 -6.1597483e-004 6.1597483e-004
7.3960000e-001 -6.1535947e-004 6.1535947e-004
7.3970000e-001 -6.1474472e-004 6.1474472e-004
7.3980000e-001 -6.1413059e-004 6.1413059e-004
7.3990000e-001 -6.1351707e-004 6.1351707e-004
7.4000000e-001 -6.1290417e-004 6.1290417e-004
7.4010000e-001 -6.1229188e-004 6.1229188e-004
7.4020000e-001 -6.1168020e-004 6.1168020e-004
7.4030000e-001 -6.1106913e-004 6.1106913e-004
7.4040000e-001 -6.1045867e-004 6.1045867e-004
7.4050000e-001 -6.0984882e-004 6.0984882e-004
7.4060000e-001 -6.0923958e-004 6.0923958e-004
7.4070000e-001 -6.0863095e-004 6.0863095e-004
7.4080000e-001 -6.0802293e-004 6.0802293e-004
7.4090000e-001 -6.0741551e-004 6.0741551e-004
7.4100000e-001 -6.0680870e-004 6.0680870e-004
7.4110000e-001 -6.0620250e-004 6.0620250e-004
7.4120000e-001 -6.0559690e-004 6.0559690e-004
7.4130000e-001 -6.0499191e-004 6.0499191e-004
7.4140000e-001 -6.0438752e-004 6.0438752e-004
7.4150000e-001 -6.0378374e-004 6.0378374e-004
7.4160000e-001 -6.0318056e-004 6.0318056e-004
7.4170000e-001 -6.0257798e-004 6.0257798e-004
7.4180000e-001 -6.0197601e-004 6.0197601e-004
7.4190000e-001 -6.0137463e-004 6.0137463e-004
7.4200000e-001 -6.0077386e-004 6.0077386e-004
7.4210000e-001 -6.0017368e-004 6.0017368e-004
7.4220000e-001 -5.9957411e-004 5.9957411e-004
7.4230000e-001 -5.9897513e-004 5.9897513e-004
7.4240000e-001 -5.9837676e-004 5.9837676e-004
7.4250000e-001 -5.9777898e-004 5.9777898e-004
7.4260000e-001 -5.9718180e-004 5.9718180e-004
7.4270000e-001 -5.9658521e-004 5.9658521e-004
7.4280000e-001 -5.9598922e-004 5.9598922e-004
7.4290000e-001 -5.9539383e-004 5.9539383e-004
7.4300000e-001 -5.9479903e-004 5.9479903e-004
7.4310000e-001 -5.9420482e-004 5.9420482e-004
7.4320000e-001 -5.9361121e-004 5.9361121e-004
7.4330000e-001 -5.9301820e-004 5.9301820e-004
7.4340000e-001 -5.9242577e-004 5.9242577e-004
7.4350000e-001 -5.9183394e-004 5.9183394e-004
7.4360000e-001 -5.9124269e-004 5.9124269e-004
7.4370000e-001 -5.9065204e-004 5.9065204e-004
7.4380000e-001 -5.9006198e-004 5.9006198e-004
7.4390000e-001 -5.8947251e-004 5.8947251e-004
7.4400000e-001 -5.8888362e-004 5.8888362e-004
7.4410000e-001 -5.8829533e-004 5.8829533e-004
7.4420000e-001 -5.8770762e-004 5.8770762e-004
7.4430000e-001 -5.8712050e-004 5.8712050e-004
7.4440000e-001 -5.8653397e-004 5.8653397e-004
7.4450000e-001 -5.8594802e-004 5.8594802e-004
7.4460000e-001 -5.8536265e-004 5.8536265e-004
7.4470000e-001 -5.8477788e-004 5.8477788e-004
7.4480000e-001 -5.8419368e-004 5.8419368e-004
7.4490000e-001 -5.8361007e-004 5.8361007e-004
7.4500000e-001 -5.8302705e-004 5.8302705e-004
7.4510000e-001 -5.8244460e-004 5.8244460e-004
7.4520000e-001 -5.8186274e-004 5.8186274e-004
7.4530000e-001 -5.8128146e-004 5.8128146e-004
7.4540000e-001 -5.8070076e-004 5.8070076e-004
7.4550000e-001 -5.8012064e-004 5.8012064e-004
7.4560000e-001 -5.7954109e-004 5.7954109e-004
7.4570000e-001 -5.7896213e-004 5.7896213e-004
7.4580000e-001 -5.7838375e-004 5.7838375e-004
7.4590000e-001 -5.7780594e-004 5.7780594e-004
7.4600000e-001 -5.7722871e-004 5.7722871e-004
7.4610000e-001 -5.7665206e-004 5.7665206e-004
7.4620000e-001 -5.7607599e-004 5.7607599e-004
7.4630000e-001 -5.7550049e-004 5.7550049e-004
7.4640000e-001 -5.7492556e-004 5.7492556e-004
7.4650000e-001 -5.7435121e-004 5.7435121e-004
7.4660000e-001 -5.7377743e-004 5.7377743e-004
7.4670000e-001 -5.7320423e-004 5.7320423e-004
7.4680000e-001 -5.7263160e-004 5.7263160e-004
7.4690000e-001 -5.7205954e-004 5.7205954e-004
7.4700000e-001 -5.7148805e-004 5.7148805e-004
7.4710000e-001 -5.7091713e-004 5.7091713e-004
7.4720000e-001 -5.7034678e-004 5.7034678e-004
7.4730000e-001 -5.6977701e-004 5.6977701e-004
7.4740000e-001 -5.6920780e-004 5.6920780e-004
7.4750000e-001 -5.6863916e-004 5.6863916e-004
7.4760000e-001 -5.6807109e-004 5.6807109e-004
7.4770000e-001 -5.6750359e-004 5.6750359e-004
7.4780000e-001 -5.6693665e-004 5.6693665e-004
7.4790000e-001 -5.6637028e-004 5.6637028e-004
7.4800000e-001 -5.6580447e-004 5.6580447e-004
7.4810000e-001 -5.6523923e-004 5.6523923e-004
7.4820000e-001 -5.6467456e-004 5.6467456e-004
7.4830000e-001 -5.6411045e-004 5.6411045e-004
7.4840000e-001 -5.6354690e-004 5.6354690e-004
7.4850000e-001 -5.6298392e-004 5.6298392e-004
7.4860000e-001 -5.6242150e-004 5.6242150e-004
7.4870000e-001 -5.6185964e-004 5.6185964e-004
7.4880000e-001 -5.6129834e-004 5.6129834e-004
7.4890000e-001 -5.6073760e-004 5.6073760e-004
7.4900000e-001 -5.6017742e-004 5.6017742e-004
7.4910000e-001 -5.5961781e-004 5.5961781e-004
7.4920000e-001 -5.5905875e-004 5.5905875e-004
7.4930000e-001 -5.5850025e-004 5.5850025e-004
7.4940000e-001 -5.5794231e-004 5.5794231e-004
7.4950000e-001 -5.5738492e-004 5.5738492e-004
7.4960000e-001 -5.5682809e-004 5.5682809e-004
7.4970000e-001 -5.5627182e-004 5.5627182e-004
7.4980000e-001 -5.5571610e-004 5.5571610e-004
7.4990000e-001 -5.5516094e-004 5.5516094e-004
7.5000000e-001 -5.5460634e-004 5.5460634e-004
7.5010000e-001 -5.5405228e-004 5.5405228e-004
7.5020000e-001 -5.5349879e-004 5.5349879e-004
7.5030000e-001 -5.5294584e-004 5.5294584e-004
7.5040000e-001 -5.5239345e-004 5.5239345e-004
7.5050000e-001 -5.5184161e-004 5.5184161e-004
7.5060000e-001 -5.5129031e-004 5.5129031e-004
7.5070000e-001 -5.5073958e-004 5.5073958e-004
7.5080000e-001 -5.5018939e-004 5.5018939e-004
7.5090000e-001 -5.4963975e-004 5.4963975e-004
7.5100000e-001 -5.4909066e-004 5.4909066e-004
7.5110000e-001 -5.4854211e-004 5.4854211e-004
7.5120000e-001 -5.4799412e-004 5.4799412e-004
7.5130000e-001 -5.4744667e-004 5.4744667e-004
7.5140000e-001 -5.4689977e-004 5.4689977e-004
7.5150000e-001 -5.4635342e-004 5.4635342e-004
7.5160000e-001 -5.4580761e-004 5.4580761e-004
7.5170000e-001 -5.4526235e-004 5.4526235e-004
7.5180000e-001 -5.4471763e-004 5.4471763e-004
7.5190000e-001 -5.4417346e-004 5.4417346e-004
7.5200000e-001 -5.4362983e-004 5.4362983e-004
7.5210000e-001 -5.4308674e-004 5.4308674e-004
7.5220000e-001 -5.4254420e-004 5.4254420e-004
7.5230000e-001 -5.4200220e-004 5.4200220e-004
7.5240000e-001 -5.4146073e-004 5.4146073e-004
7.5250000e-001 -5.4091981e-004 5.4091981e-004
7.5260000e-001 -5.4037944e-004 5.4037944e-004
7.5270000e-001 -5.3983960e-004 5.3983960e-004
7.5280000e-001 -5.3930030e-004 5.3930030e-004
7.5290000e-001 -5.3876153e-004 5.3876153e-004
7.5300000e-001 -5.3822331e-004 5.3822331e-004
7.5310000e-001 -5.3768562e-004 5.3768562e-004
7.5320000e-001 -5.3714848e-004 5.3714848e-004
7.5330000e-001 -5.3661186e-004 5.3661186e-004
7.5340000e-001 -5.3607579e-004 5.3607579e-004
7.5350000e-001 -5.3554025e-004 5.3554025e-004
7.5360000e-001 -5.3500524e-004 5.3500524e-004
7.5370000e-001 -5.3447077e-004 5.3447077e-004
7.5380000e-001 -5.3393684e-004 5.3393684e-004
7.5390000e-001 -5.3340343e-004 5.3340343e-004
7.5400000e-001 -5.3287056e-004 5.3287056e-004
7.5410000e-001 -5.3233822e-004 5.3233822e-004
7.5420000e-001 -5.3180642e-004 5.3180642e-004
7.5430000e-001 -5.3127514e-004 5.3127514e-004
7.5440000e-001 -5.3074440e-004 5.3074440e-004
7.5450000e-001 -5.3021418e-004 5.3021418e-004
7.5460000e-001 -5.2968450e-004 5.2968450e-004
7.5470000e-001 -5.2915534e-004 5.2915534e-004
7.5480000e-001 -5.2862672e-004 5.2862672e-004
7.5490000e-001 -5.2809862e-004 5.2809862e-004
7.5500000e-001 -5.2757105e-004 5.2757105e-004
7.5510000e-001 -5.2704400e-004 5.2704400e-004
7.5520000e-001 -5.2651749e-004 5.2651749e-004
7.5530000e-001 -5.2599149e-004 5.2599149e-004
7.5540000e-001 -5.2546603e-004 5.2546603e-004
7.5550000e-001 -5.2494109e-004 5.2494109e-004
7.5560000e-001 -5.2441667e-004 5.2441667e-004
7.5570000e-001 -5.2389278e-004 5.2389278e-004
7.5580000e-001 -5.2336941e-004 5.2336941e-004
7.5590000e-001 -5.2284656e-004 5.2284656e-004
7.5600000e-001 -5.2232424e-004 5.2232424e-004
7.5610000e-001 -5.2180243e-004 5.2180243e-004
7.5620000e-001 -5.2128115e-004 5.2128115e-004
7.5630000e-001 -5.2076039e-004 5.2076039e-004
7.5640000e-001 -5.2024015e-004 5.2024015e-004
7.5650000e-001 -5.1972043e-004 5.1972043e-004
7.5660000e-001 -5.1920123e-004 5.1920123e-004
7.5670000e-001 -5.1868255e-004 5.1868255e-004
7.5680000e-001 -5.1816438e-004 5.1816438e-004
7.5690000e-001 -5.1764674e-004 5.1764674e-004
7.5700000e-001 -5.1712961e-004 5.1712961e-004
7.5710000e-001 -5.1661300e-004 5.1661300e-004
7.5720000e-001 -5.1609690e-004 5.1609690e-004
7.5730000e-001 -5.1558132e-004 5.1558132e-004
7.5740000e-001 -5.1506625e-004 5.1506625e-004
7.5750000e-001 -5.1455170e-004 5.1455170e-004
7.5760000e-001 -5.1403766e-004 5.1403766e-004
7.5770000e-001 -5.1352414e-004 5.1352414e-004
7.5780000e-001 -5.1301113e-004 5.1301113e-004
7.5790000e-001 -5.1249863e-004 5.1249863e-004
7.5800000e-001 -5.1198664e-004 5.1198664e-004
7.5810000e-001 -5.1147517e-004 5.1147517e-004
7.5820000e-001 -5.1096420e-004 5.1096420e-004
7.5830000e-001 -5.1045375e-004 5.1045375e-004
7.5840000e-001 -5.0994380e-004 5.0994380e-004
7.5850000e-001 -5.0943437e-004 5.0943437e-004
7.5860000e-001 -5.0892544e-004 5.0892544e-004
7.5870000e-001 -5.0841703e-004 5.0841703e-004
7.5880000e-001 -5.0790912e-004 5.0790912e-004
7.5890000e-001 -5.0740172e-004 5.0740172e-004
7.5900000e-001 -5.0689482e-004 5.0689482e-004
7.5910000e-001 -5.0638843e-004 5.0638843e-004
7.5920000e-001 -5.0588255e-004 5.0588255e-004
7.5930000e-001 -5.0537717e-004 5.0537717e-004
7.5940000e-001 -5.0487230e-004 5.0487230e-004
7.5950000e-001 -5.0436793e-004 5.0436793e-004
7.5960000e-001 -5.0386407e-004 5.0386407e-004
7.5970000e-001 -5.0336071e-004 5.0336071e-004
7.5980000e-001 -5.0285785e-004 5.0285785e-004
7.5990000e-001 -5.0235550e-004 5.0235550e-004
7.6000000e-001 -5.0185364e-004 5.0185364e-004
7.6010000e-001 -5.0135229e-004 5.0135229e-004
7.6020000e-001 -5.0085144e-004 5.0085144e-004
7.6030000e-001 -5.0035109e-004 5.0035109e-004
7.6040000e-001 -4.9985124e-004 4.9985124e-004
7.6050000e-001 -4.9935188e-004 4.9935188e-004
7.6060000e-001 -4.9885303e-004 4.9885303e-004
7.6070000e-001 -4.9835468e-004 4.9835468e-004
7.6080000e-001 -4.9785682e-004 4.9785682e-004
7.6090000e-001 -4.9735946e-004 4.9735946e-004
7.6100000e-001 -4.9686260e-004 4.9686260e-004
7.6110000e-001 -4.9636623e-004 4.9636623e-004
7.6120000e-001 -4.9587036e-004 4.9587036e-004
7.6130000e-001 -4.9537499e-004 4.9537499e-004
7.6140000e-001 -4.9488011e-004 4.9488011e-004
7.6150000e-001 -4.9438572e-004 4.9438572e-004
7.6160000e-001 -4.9389183e-004 4.9389183e-004
7.6170000e-001 -4.9339843e-004 4.9339843e-004
7.6180000e-001 -4.9290552e-004 4.9290552e-004
7.6190000e-001 -4.9241311e-004 4.9241311e-004
7.6200000e-001 -4.9192119e-004 4.9192119e-004
7.6210000e-001 -4.9142976e-004 4.9142976e-004
7.6220000e-001 -4.9093882e-004 4.9093882e-004
7.6230000e-001 -4.9044837e-004 4.9044837e-004
7.6240000e-001 -4.8995841e-004 4.8995841e-004
7.6250000e-001 -4.8946895e-004 4.8946895e-004
7.6260000e-001 -4.8897997e-004 4.8897997e-004
7.6270000e-001 -4.8849147e-004 4.8849147e-004
7.6280000e-001 -4.8800347e-004 4.8800347e-004
7.6290000e-001 -4.8751595e-004 4.8751595e-004
7.6300000e-001 -4.8702893e-004 4.8702893e-004
7.6310000e-001 -4.8654238e-004 4.8654238e-004
7.6320000e-001 -4.8605633e-004 4.8605633e-004
7.6330000e-001 -4.8557076e-004 4.8557076e-004
7.6340000e-001 -4.8508567e-004 4.8508567e-004
7.6350000e-001 -4.8460107e-004 4.8460107e-004
7.6360000e-001 -4.8411695e-004 4.8411695e-004
7.6370000e-001 -4.8363332e-004 4.8363332e-004
7.6380000e-001 -4.8315017e-004 4.8315017e-004
7.6390000e-001 -4.8266750e-004 4.8266750e-004
7.6400000e-001 -4.8218532e-004 4.8218532e-004
7.6410000e-001 -4.8170361e-004 4.8170361e-004
7.6420000e-001 -4.8122239e-004 4.8122239e-004
7.6430000e-001 -4.8074165e-004 4.8074165e-004
7.6440000e-001 -4.8026139e-004 4.8026139e-004
7.6450000e-001 -4.7978161e-004 4.7978161e-004
7.6460000e-001 -4.7930230e-004 4.7930230e-004
7.6470000e-001 -4.7882348e-004 4.7882348e-004
7.6480000e-001 -4.7834513e-004 4.7834513e-004
7.6490000e-001 -4.7786727e-004 4.7786727e-004
7.6500000e-001 -4.7738988e-004 4.7738988e-004
7.6510000e-001 -4.7691296e-004 4.7691296e-004
7.6520000e-001 -4.7643653e-004 4.7643653e-004
7.6530000e-001 -4.7596057e-004 4.7596057e-004
7.6540000e-001 -4.7548508e-004 4.7548508e-004
7.6550000e-001 -4.7501007e-004 4.7501007e-004
7.6560000e-001 -4.7453554e-004 4.7453554e-004
7.6570000e-001 -4.7406147e-004 4.7406147e-004
7.6580000e-001 -4.7358789e-004 4.7358789e-004
7.6590000e-001 -4.7311477e-004 4.7311477e-004
7.6600000e-001 -4.7264213e-004 4.7264213e-004
7.6610000e-001 -4.7216996e-004 4.7216996e-004
7.6620000e-001 -4.7169826e-004 4.7169826e-004
7.6630000e-001 -4.7122703e-004 4.7122703e-004
7.6640000e-001 -4.7075628e-004 4.7075628e-004
7.6650000e-001 -4.7028599e-004 4.7028599e-004
7.6660000e-001 -4.6981618e-004 4.6981618e-004
7.6670000e-001 -4.6934683e-004 4.6934683e-004
7.6680000e-001 -4.6887795e-004 4.6887795e-004
7.6690000e-001 -4.6840954e-004 4.6840954e-004
7.6700000e-001 -4.6794160e-004 4.6794160e-004
7.6710000e-001 -4.6747413e-004 4.6747413e-004
7.6720000e-001 -4.6700712e-004 4.6700712e-004
7.6730000e-001 -4.6654058e-004 4.6654058e-004
7.6740000e-001 -4.6607450e-004 4.6607450e-004
7.6750000e-001 -4.6560890e-004 4.6560890e-004
7.6760000e-001 -4.6514375e-004 4.6514375e-004
7.6770000e-001 -4.6467907e-004 4.6467907e-004
7.6780000e-001 -4.6421486e-004 4.6421486e-004
7.6790000e-001 -4.6375111e-004 4.6375111e-004
7.6800000e-001 -4.6328782e-004 4.6328782e-004
7.6810000e-001 -4.6282499e-004 4.6282499e-004
7.6820000e-001 -4.6236263e-004 4.6236263e-004
7.6830000e-001 -4.6190073e-004 4.6190073e-004
7.6840000e-001 -4.6143929e-004 4.6143929e-004
7.6850000e-001 -4.6097831e-004 4.6097831e-004
7.6860000e-001 -4.6051779e-004 4.6051779e-004
7.6870000e-001 -4.6005774e-004 4.6005774e-004
7.6880000e-001 -4.5959814e-004 4.5959814e-004
7.6890000e-001 -4.5913900e-004 4.5913900e-004
7.6900000e-001 -4.5868032e-004 4.5868032e-004
7.6910000e-001 -4.5822210e-004 4.5822210e-004
7.6920000e-001 -4.5776433e-004 4.5776433e-004
7.6930000e-001 -4.5730703e-004 4.5730703e-004
7.6940000e-001 -4.5685018e-004 4.5685018e-004
7.6950000e-001 -4.5639378e-004 4.5639378e-004
7.6960000e-001 -4.5593784e-004 4.5593784e-004
7.6970000e-001 -4.5548236e-004 4.5548236e-004
7.6980000e-001 -4.5502733e-004 4.5502733e-004
7.6990000e-001 -4.5457276e-004 4.5457276e-004
7.7000000e-001 -4.5411864e-004 4.5411864e-004
7.7010000e-001 -4.5366498e-004 4.5366498e-004
7.7020000e-001 -4.5321177e-004 4.5321177e-004
7.7030000e-001 -4.5275901e-004 4.5275901e-004
7.7040000e-001 -4.5230670e-004 4.5230670e-004
7.7050000e-001 -4.5185485e-004 4.5185485e-004
7.7060000e-001 -4.5140344e-004 4.5140344e-004
7.7070000e-001 -4.5095249e-004 4.5095249e-004
7.7080000e-001 -4.5050199e-004 4.5050199e-004
7.7090000e-001 -4.5005194e-004 4.5005194e-004
7.7100000e-001 -4.4960233e-004 4.4960233e-004
7.7110000e-001 -4.4915318e-004 4.4915318e-004
7.7120000e-001 -4.4870448e-004 4.4870448e-004
7.7130000e-001 -4.4825622e-004 4.4825622e-004
7.7140000e-001 -4.4780841e-004 4.4780841e-004
7.7150000e-001 -4.4736105e-004 4.4736105e-004
7.7160000e-001 -4.4691414e-004 4.4691414e-004
7.7170000e-001 -4.4646767e-004 4.4646767e-004
7.7180000e-001 -4.4602165e-004 4.4602165e-004
7.7190000e-001 -4.4557607e-004 4.4557607e-004
7.7200000e-001 -4.4513094e-004 4.4513094e-004
7.7210000e-001 -4.4468625e-004 4.4468625e-004
7.7220000e-001 -4.4424201e-004 4.4424201e-004
7.7230000e-001 -4.4379821e-004 4.4379821e-004
7.7240000e-001 -4.4335486e-004 4.4335486e-004
7.7250000e-001 -4.4291195e-004 4.4291195e-004
7.7260000e-001 -4.4246948e-004 4.4246948e-004
7.7270000e-001 -4.4202745e-004 4.4202745e-004
7.7280000e-001 -4.4158586e-004 4.4158586e-004
7.7290000e-001 -4.4114472e-004 4.4114472e-004
7.7300000e-001 -4.4070402e-004 4.4070402e-004
7.7310000e-001 -4.4026375e-004 4.4026375e-004
7.7320000e-001 -4.3982393e-004 4.3982393e-004
7.7330000e-001 -4.3938454e-004 4.3938454e-004
7.7340000e-001 -4.3894560e-004 4.3894560e-004
7.7350000e-001 -4.3850709e-004 4.3850709e-004
7.7360000e-001 -4.3806902e-004 4.3806902e-004
7.7370000e-001 -4.3763139e-004 4.3763139e-004
7.7380000e-001 -4.3719420e-004 4.3719420e-004
7.7390000e-001 -4.3675744e-004 4.3675744e-004
7.7400000e-001 -4.3632112e-004 4.3632112e-004
7.7410000e-001 -4.3588523e-004 4.3588523e-004
7.7420000e-001 -4.3544978e-004 4.3544978e-004
7.7430000e-001 -4.3501477e-004 4.3501477e-004
7.7440000e-001 -4.3458019e-004 4.3458019e-004
7.7450000e-001 -4.3414604e-004 4.3414604e-004
7.7460000e-001 -4.3371233e-004 4.3371233e-004
7.7470000e-001 -4.3327905e-004 4.3327905e-004
7.7480000e-001 -4.3284620e-004 4.3284620e-004
7.7490000e-001 -4.3241379e-004 4.3241379e-004
7.7500000e-001 -4.3198181e-004 4.3198181e-004
7.7510000e-001 -4.3155026e-004 4.3155026e-004
