t 1 2 3 4 5 jO1 jO2 
0.00522 -0.00321333 0.00112683 -0.00321333 -0.00642667 -0.00321333 6.42667e-07 -7.5535e-07
0.00523 -0.00310386 0.00434017 -0.00310386 -0.00620772 -0.00310386 6.20772e-07 -1.05479e-06
0.00524 -0.00295099 0.00744403 -0.00295099 -0.00590199 -0.00295099 5.90199e-07 -1.3346e-06
0.00525 -0.00275757 0.010395 -0.00275757 -0.00551515 -0.00275757 5.51515e-07 -1.59102e-06
0.00526 -0.00252699 0.0131526 -0.00252699 -0.00505398 -0.00252699 5.05398e-07 -1.82066e-06
0.00527 -0.00226313 0.0156796 -0.00226313 -0.00452626 -0.00226313 4.52626e-07 -2.02058e-06
0.00528 -0.00197029 0.0179427 -0.00197029 -0.00394058 -0.00197029 3.94058e-07 -2.18833e-06
0.00529 -0.00165314 0.019913 -0.00165314 -0.00330628 -0.00165314 3.30628e-07 -2.32193e-06
0.0053 -0.00131663 0.0215661 -0.00131663 -0.00263326 -0.00131663 2.63326e-07 -2.41994e-06
0.00531 -0.000965913 0.0228828 -0.000965913 -0.00193183 -0.000965913 1.93183e-07 -2.48146e-06
0.00532 -0.000606281 0.0238487 -0.000606281 -0.00121256 -0.000606281 1.21256e-07 -2.50612e-06
0.00533 -0.000243075 0.024455 -0.000243075 -0.000486149 -0.000243075 4.86149e-08 -2.49411e-06
0.00534 0.000118391 0.024698 0.000118391 0.000236782 0.000118391 -2.36782e-08 -2.44613e-06
0.00535 0.000472902 0.0245797 0.000472902 0.000945804 0.000472902 -9.45804e-08 -2.36338e-06
0.00536 0.000815421 0.0241067 0.000815421 0.00163084 0.000815421 -1.63084e-07 -2.24759e-06
0.00537 0.00114116 0.0232913 0.00114116 0.00228232 0.00114116 -2.28232e-07 -2.1009e-06
0.00538 0.00144564 0.0221502 0.00144564 0.00289127 0.00144564 -2.89127e-07 -1.92589e-06
0.00539 0.00172475 0.0207045 0.00172475 0.0034495 0.00172475 -3.4495e-07 -1.7255e-06
0.0054 0.00197482 0.0189798 0.00197482 0.00394965 0.00197482 -3.94965e-07 -1.50301e-06
0.00541 0.00219265 0.017005 0.00219265 0.00438531 0.00219265 -4.38531e-07 -1.26196e-06
0.00542 0.00237555 0.0148123 0.00237555 0.00475109 0.00237555 -4.75109e-07 -1.00612e-06
0.00543 0.00252136 0.0124368 0.00252136 0.00504272 0.00252136 -5.04272e-07 -7.39403e-07
0.00544 0.00262852 0.00991539 0.00262852 0.00525704 0.00262852 -5.25704e-07 -4.65835e-07
0.00545 0.00269603 0.00728687 0.00269603 0.00539207 0.00269603 -5.39207e-07 -1.89481e-07
0.00546 0.00272349 0.00459084 0.00272349 0.00544699 0.00272349 -5.44699e-07 8.56147e-08
0.00547 0.00271109 0.00186735 0.00271109 0.00542217 0.00271109 -5.42217e-07 3.55483e-07
0.00548 0.00265957 -0.000843739 0.00265957 0.00531913 0.00265957 -5.31913e-07 6.16287e-07
0.00549 0.00257025 -0.00350331 0.00257025 0.0051405 0.00257025 -5.1405e-07 8.64381e-07
0.0055 0.00244498 -0.00607356 0.00244498 0.00488995 0.00244498 -4.88995e-07 1.09635e-06
0.00551 0.00228609 -0.00851853 0.00228609 0.00457217 0.00228609 -4.57217e-07 1.30907e-06
0.00552 0.00209637 -0.0108046 0.00209637 0.00419273 0.00209637 -4.19273e-07 1.49974e-06
0.00553 0.00187901 -0.012901 0.00187901 0.00375803 0.00187901 -3.75803e-07 1.6659e-06
0.00554 0.00163758 -0.01478 0.00163758 0.00327516 0.00163758 -3.27516e-07 1.80552e-06
0.00555 0.00137591 -0.0164176 0.00137591 0.00275182 0.00137591 -2.75182e-07 1.91694e-06
0.00556 0.00109809 -0.0177935 0.00109809 0.00219618 0.00109809 -2.19618e-07 1.99897e-06
0.00557 0.000808386 -0.0188916 0.000808386 0.00161677 0.000808386 -1.61677e-07 2.05083e-06
0.00558 0.000511164 -0.0197 0.000511164 0.00102233 0.000511164 -1.02233e-07 2.07223e-06
0.00559 0.000210841 -0.0202111 0.000210841 0.000421682 0.000210841 -4.21682e-08 2.06328e-06
0.0056 -8.81854e-05 -0.020422 -8.81854e-05 -0.000176371 -8.81854e-05 1.76371e-08 2.02456e-06
0.00561 -0.0003816 -0.0203338 -0.0003816 -0.0007632 -0.0003816 7.632e-08 1.95706e-06
0.00562 -0.000665231 -0.0199522 -0.000665231 -0.00133046 -0.000665231 1.33046e-07 1.86217e-06
0.00563 -0.000935111 -0.0192869 -0.000935111 -0.00187022 -0.000935111 1.87022e-07 1.74167e-06
0.00564 -0.00118753 -0.0183518 -0.00118753 -0.00237506 -0.00118753 2.37506e-07 1.59768e-06
0.00565 -0.00141908 -0.0171643 -0.00141908 -0.00283815 -0.00141908 2.83815e-07 1.43262e-06
0.00566 -0.0016267 -0.0157452 -0.0016267 -0.0032534 -0.0016267 3.2534e-07 1.24918e-06
0.00567 -0.00180774 -0.0141185 -0.00180774 -0.00361548 -0.00180774 3.61548e-07 1.05031e-06
0.00568 -0.00195996 -0.0123108 -0.00195996 -0.00391992 -0.00195996 3.91992e-07 8.39087e-07
0.00569 -0.00208157 -0.0103508 -0.00208157 -0.00416313 -0.00208157 4.16313e-07 6.1877e-07
0.0057 -0.00217124 -0.00826927 -0.00217124 -0.00434249 -0.00217124 4.34249e-07 3.92678e-07
0.00571 -0.00222815 -0.00609802 -0.00222815 -0.00445631 -0.00222815 4.45631e-07 1.64171e-07
0.00572 -0.00225195 -0.00386987 -0.00225195 -0.00450389 -0.00225195 4.50389e-07 -6.34025e-08
0.00573 -0.00224276 -0.00161792 -0.00224276 -0.00448552 -0.00224276 4.48552e-07 -2.86759e-07
0.00574 -0.0022012 0.000624836 -0.0022012 -0.0044024 -0.0022012 4.4024e-07 -5.02723e-07
0.00575 -0.00212834 0.00282603 -0.00212834 -0.00425668 -0.00212834 4.25668e-07 -7.08271e-07
0.00576 -0.00202569 0.00495437 -0.00202569 -0.00405138 -0.00202569 4.05138e-07 -9.00576e-07
0.00577 -0.00189517 0.00698007 -0.00189517 -0.00379035 -0.00189517 3.79035e-07 -1.07704e-06
0.00578 -0.00173908 0.00887524 -0.00173908 -0.00347816 -0.00173908 3.47816e-07 -1.23534e-06
0.00579 -0.00156005 0.0106143 -0.00156005 -0.00312009 -0.00156005 3.12009e-07 -1.37344e-06
0.0058 -0.001361 0.0121744 -0.001361 -0.00272199 -0.001361 2.72199e-07 -1.48964e-06
0.00581 -0.00114511 0.0135354 -0.00114511 -0.00229021 -0.00114511 2.29021e-07 -1.58256e-06
0.00582 -0.000915751 0.0146805 -0.000915751 -0.0018315 -0.000915751 1.8315e-07 -1.6512e-06
0.00583 -0.000676447 0.0155962 -0.000676447 -0.00135289 -0.000676447 1.35289e-07 -1.69491e-06
0.00584 -0.000430808 0.0162727 -0.000430808 -0.000861615 -0.000430808 8.61615e-08 -1.71343e-06
0.00585 -0.000182485 0.0167035 -0.000182485 -0.00036497 -0.000182485 3.6497e-08 -1.70684e-06
0.00586 6.4884e-05 0.016886 6.4884e-05 0.000129768 6.4884e-05 -1.29768e-08 -1.67562e-06
0.00587 0.000307727 0.0168211 0.000307727 0.000615455 0.000307727 -6.15455e-08 -1.62056e-06
0.00588 0.000542591 0.0165133 0.000542591 0.00108518 0.000542591 -1.08518e-07 -1.54282e-06
0.00589 0.000766188 0.0159708 0.000766188 0.00153238 0.000766188 -1.53238e-07 -1.44384e-06
0.0059 0.00097544 0.0152046 0.00097544 0.00195088 0.00097544 -1.95088e-07 -1.32537e-06
0.00591 0.00116752 0.0142291 0.00116752 0.00233504 0.00116752 -2.33504e-07 -1.18941e-06
0.00592 0.0013399 0.0130616 0.0013399 0.0026798 0.0013399 -2.6798e-07 -1.03818e-06
0.00593 0.00149036 0.0117217 0.00149036 0.00298072 0.00149036 -2.98072e-07 -8.74098e-07
0.00594 0.00161704 0.0102313 0.00161704 0.00323408 0.00161704 -3.23408e-07 -6.99726e-07
0.00595 0.00171845 0.0086143 0.00171845 0.0034369 0.00171845 -3.4369e-07 -5.1774e-07
0.00596 0.00179349 0.00689585 0.00179349 0.00358697 0.00179349 -3.58697e-07 -3.30888e-07
0.00597 0.00184144 0.00510236 0.00184144 0.00368288 0.00184144 -3.68288e-07 -1.41948e-07
0.00598 0.00186201 0.00326092 0.00186201 0.00372403 0.00186201 -3.72403e-07 4.63105e-08
0.00599 0.0018553 0.00139891 0.0018553 0.0037106 0.0018553 -3.7106e-07 2.31169e-07
0.006 0.0018218 -0.000456393 0.0018218 0.0036436 0.0018218 -3.6436e-07 4.09999e-07
