t 1 2 3 4 5
4.9400000e-003 3.9832972e-003 6.4532825e-003 3.9832972e-003 7.9665944e-003 3.9832972e-003
4.9500000e-003 3.9613652e-003 2.4699853e-003 3.9613652e-003 7.9227303e-003 3.9613652e-003
4.9600000e-003 3.8823399e-003 -1.4913799e-003 3.8823399e-003 7.7646797e-003 3.8823399e-003
4.9700000e-003 3.7481941e-003 -5.3737197e-003 3.7481941e-003 7.4963881e-003 3.7481941e-003
4.9800000e-003 3.5616708e-003 -9.1219138e-003 3.5616708e-003 7.1233415e-003 3.5616708e-003
4.9900000e-003 3.3262323e-003 -1.2683585e-002 3.3262323e-003 6.6524646e-003 3.3262323e-003
5.0000000e-003 3.0459997e-003 -1.6009817e-002 3.0459997e-003 6.0919994e-003 3.0459997e-003
5.0100000e-003 2.7256835e-003 -1.9055817e-002 2.7256835e-003 5.4513670e-003 2.7256835e-003
5.0200000e-003 2.3705069e-003 -2.1781500e-002 2.3705069e-003 4.7410139e-003 2.3705069e-003
5.0300000e-003 1.9861227e-003 -2.4152007e-002 1.9861227e-003 3.9722454e-003 1.9861227e-003
5.0400000e-003 1.5785248e-003 -2.6138130e-002 1.5785248e-003 3.1570496e-003 1.5785248e-003
5.0500000e-003 1.1539570e-003 -2.7716655e-002 1.1539570e-003 2.3079140e-003 1.1539570e-003
5.0600000e-003 7.1881833e-004 -2.8870612e-002 7.1881833e-004 1.4376367e-003 7.1881833e-004
5.0700000e-003 2.7956835e-004 -2.9589430e-002 2.7956835e-004 5.5913671e-004 2.7956835e-004
5.0800000e-003 -1.5736739e-004 -2.9868998e-002 -1.5736739e-004 -3.1473479e-004 -1.5736739e-004
5.0900000e-003 -5.8569005e-004 -2.9711631e-002 -5.8569005e-004 -1.1713801e-003 -5.8569005e-004
5.1000000e-003 -9.9931687e-004 -2.9125941e-002 -9.9931687e-004 -1.9986337e-003 -9.9931687e-004
5.1100000e-003 -1.3924663e-003 -2.8126624e-002 -1.3924663e-003 -2.7849325e-003 -1.3924663e-003
5.1200000e-003 -1.7597371e-003 -2.6734158e-002 -1.7597371e-003 -3.5194743e-003 -1.7597371e-003
5.1300000e-003 -2.0961818e-003 -2.4974421e-002 -2.0961818e-003 -4.1923637e-003 -2.0961818e-003
5.1400000e-003 -2.3973711e-003 -2.2878239e-002 -2.3973711e-003 -4.7947421e-003 -2.3973711e-003
5.1500000e-003 -2.6594507e-003 -2.0480868e-002 -2.6594507e-003 -5.3189014e-003 -2.6594507e-003
5.1600000e-003 -2.8791894e-003 -1.7821417e-002 -2.8791894e-003 -5.7583787e-003 -2.8791894e-003
5.1700000e-003 -3.0540160e-003 -1.4942228e-002 -3.0540160e-003 -6.1080320e-003 -3.0540160e-003
5.1800000e-003 -3.1820478e-003 -1.1888212e-002 -3.1820478e-003 -6.3640956e-003 -3.1820478e-003
5.1900000e-003 -3.2621075e-003 -8.7061637e-003 -3.2621075e-003 -6.5242149e-003 -3.2621075e-003
5.2000000e-003 -3.2937299e-003 -5.4440563e-003 -3.2937299e-003 -6.5874598e-003 -3.2937299e-003
5.2100000e-003 -3.2771588e-003 -2.1503264e-003 -3.2771588e-003 -6.5543177e-003 -3.2771588e-003
5.2200000e-003 -3.2133329e-003 1.1268325e-003 -3.2133329e-003 -6.4266658e-003 -3.2133329e-003
5.2300000e-003 -3.1038619e-003 4.3401654e-003 -3.1038619e-003 -6.2077238e-003 -3.1038619e-003
5.2400000e-003 -2.9509939e-003 7.4440273e-003 -2.9509939e-003 -5.9019879e-003 -2.9509939e-003
5.2500000e-003 -2.7575734e-003 1.0395021e-002 -2.7575734e-003 -5.5151469e-003 -2.7575734e-003
5.2600000e-003 -2.5269913e-003 1.3152595e-002 -2.5269913e-003 -5.0539826e-003 -2.5269913e-003
5.2700000e-003 -2.2631278e-003 1.5679586e-002 -2.2631278e-003 -4.5262557e-003 -2.2631278e-003
5.2800000e-003 -1.9702896e-003 1.7942714e-002 -1.9702896e-003 -3.9405791e-003 -1.9702896e-003
5.2900000e-003 -1.6531404e-003 1.9913003e-002 -1.6531404e-003 -3.3062808e-003 -1.6531404e-003
5.3000000e-003 -1.3166290e-003 2.1566144e-002 -1.3166290e-003 -2.6332580e-003 -1.3166290e-003
5.3100000e-003 -9.6591306e-004 2.2882773e-002 -9.6591306e-004 -1.9318261e-003 -9.6591306e-004
5.3200000e-003 -6.0628119e-004 2.3848686e-002 -6.0628119e-004 -1.2125624e-003 -6.0628119e-004
5.3300000e-003 -2.4307469e-004 2.4454967e-002 -2.4307469e-004 -4.8614939e-004 -2.4307469e-004
5.3400000e-003 1.1839076e-004 2.4698042e-002 1.1839076e-004 2.3678152e-004 1.1839076e-004
5.3500000e-003 4.7290178e-004 2.4579651e-002 4.7290178e-004 9.4580356e-004 4.7290178e-004
5.3600000e-003 8.1542131e-004 2.4106749e-002 8.1542131e-004 1.6308426e-003 8.1542131e-004
5.3700000e-003 1.1411591e-003 2.3291328e-002 1.1411591e-003 2.2823182e-003 1.1411591e-003
5.3800000e-003 1.4456375e-003 2.2150169e-002 1.4456375e-003 2.8912750e-003 1.4456375e-003
5.3900000e-003 1.7247519e-003 2.0704531e-002 1.7247519e-003 3.4495038e-003 1.7247519e-003
5.4000000e-003 1.9748247e-003 1.8979779e-002 1.9748247e-003 3.9496495e-003 1.9748247e-003
5.4100000e-003 2.1926527e-003 1.7004955e-002 2.1926527e-003 4.3853054e-003 2.1926527e-003
5.4200000e-003 2.3755462e-003 1.4812302e-002 2.3755462e-003 4.7510924e-003 2.3755462e-003
5.4300000e-003 2.5213608e-003 1.2436756e-002 2.5213608e-003 5.0427216e-003 2.5213608e-003
5.4400000e-003 2.6285207e-003 9.9153949e-003 2.6285207e-003 5.2570415e-003 2.6285207e-003
5.4500000e-003 2.6960331e-003 7.2868742e-003 2.6960331e-003 5.3920662e-003 2.6960331e-003
5.4600000e-003 2.7234941e-003 4.5908411e-003 2.7234941e-003 5.4469882e-003 2.7234941e-003
5.4700000e-003 2.7110862e-003 1.8673470e-003 2.7110862e-003 5.4221723e-003 2.7110862e-003
5.4800000e-003 2.6595669e-003 -8.4373914e-004 2.6595669e-003 5.3191339e-003 2.6595669e-003
5.4900000e-003 2.5702499e-003 -3.5033061e-003 2.5702499e-003 5.1404999e-003 2.5702499e-003
5.5000000e-003 2.4449774e-003 -6.0735560e-003 2.4449774e-003 4.8899548e-003 2.4449774e-003
5.5100000e-003 2.2860859e-003 -8.5185334e-003 2.2860859e-003 4.5721719e-003 2.2860859e-003
5.5200000e-003 2.0963656e-003 -1.0804619e-002 2.0963656e-003 4.1927311e-003 2.0963656e-003
5.5300000e-003 1.8790127e-003 -1.2900985e-002 1.8790127e-003 3.7580253e-003 1.8790127e-003
5.5400000e-003 1.6375777e-003 -1.4779998e-002 1.6375777e-003 3.2751555e-003 1.6375777e-003
5.5500000e-003 1.3759088e-003 -1.6417575e-002 1.3759088e-003 2.7518177e-003 1.3759088e-003
5.5600000e-003 1.0980916e-003 -1.7793484e-002 1.0980916e-003 2.1961831e-003 1.0980916e-003
5.5700000e-003 8.0838623e-004 -1.8891576e-002 8.0838623e-004 1.6167725e-003 8.0838623e-004
5.5800000e-003 5.1116380e-004 -1.9699962e-002 5.1116380e-004 1.0223276e-003 5.1116380e-004
5.5900000e-003 2.1084076e-004 -2.0211126e-002 2.1084076e-004 4.2168152e-004 2.1084076e-004
5.6000000e-003 -8.8185434e-005 -2.0421967e-002 -8.8185434e-005 -1.7637087e-004 -8.8185434e-005
5.6100000e-003 -3.8159986e-004 -2.0333781e-002 -3.8159986e-004 -7.6319973e-004 -3.8159986e-004
5.6200000e-003 -6.6523148e-004 -1.9952181e-002 -6.6523148e-004 -1.3304630e-003 -6.6523148e-004
5.6300000e-003 -9.3511145e-004 -1.9286950e-002 -9.3511145e-004 -1.8702229e-003 -9.3511145e-004
5.6400000e-003 -1.1875278e-003 -1.8351838e-002 -1.1875278e-003 -2.3750556e-003 -1.1875278e-003
5.6500000e-003 -1.4190754e-003 -1.7164311e-002 -1.4190754e-003 -2.8381507e-003 -1.4190754e-003
5.6600000e-003 -1.6267009e-003 -1.5745235e-002 -1.6267009e-003 -3.2534017e-003 -1.6267009e-003
5.6700000e-003 -1.8077419e-003 -1.4118534e-002 -1.8077419e-003 -3.6154839e-003 -1.8077419e-003
5.6800000e-003 -1.9599601e-003 -1.2310792e-002 -1.9599601e-003 -3.9199201e-003 -1.9599601e-003
5.6900000e-003 -2.0815669e-003 -1.0350832e-002 -2.0815669e-003 -4.1631338e-003 -2.0815669e-003
5.7000000e-003 -2.1712437e-003 -8.2692654e-003 -2.1712437e-003 -4.3424874e-003 -2.1712437e-003
5.7100000e-003 -2.2281535e-003 -6.0980217e-003 -2.2281535e-003 -4.4563070e-003 -2.2281535e-003
5.7200000e-003 -2.2519465e-003 -3.8698682e-003 -2.2519465e-003 -4.5038930e-003 -2.2519465e-003
5.7300000e-003 -2.2427577e-003 -1.6179217e-003 -2.2427577e-003 -4.4855154e-003 -2.2427577e-003
5.7400000e-003 -2.2011984e-003 6.2483597e-004 -2.2011984e-003 -4.4023968e-003 -2.2011984e-003
5.7500000e-003 -2.1283399e-003 2.8260344e-003 -2.1283399e-003 -4.2566799e-003 -2.1283399e-003
5.7600000e-003 -2.0256919e-003 4.9543743e-003 -2.0256919e-003 -4.0513838e-003 -2.0256919e-003
5.7700000e-003 -1.8951737e-003 6.9800662e-003 -1.8951737e-003 -3.7903473e-003 -1.8951737e-003
5.7800000e-003 -1.7390807e-003 8.8752399e-003 -1.7390807e-003 -3.4781614e-003 -1.7390807e-003
5.7900000e-003 -1.5600459e-003 1.0614321e-002 -1.5600459e-003 -3.1200918e-003 -1.5600459e-003
5.8000000e-003 -1.3609965e-003 1.2174367e-002 -1.3609965e-003 -2.7219929e-003 -1.3609965e-003
5.8100000e-003 -1.1451072e-003 1.3535363e-002 -1.1451072e-003 -2.2902144e-003 -1.1451072e-003
5.8200000e-003 -9.1575100e-004 1.4680470e-002 -9.1575100e-004 -1.8315020e-003 -9.1575100e-004
5.8300000e-003 -6.7644706e-004 1.5596221e-002 -6.7644706e-004 -1.3528941e-003 -6.7644706e-004
5.8400000e-003 -4.3080771e-004 1.6272668e-002 -4.3080771e-004 -8.6161542e-004 -4.3080771e-004
5.8500000e-003 -1.8248476e-004 1.6703476e-002 -1.8248476e-004 -3.6496951e-004 -1.8248476e-004
5.8600000e-003 6.4884019e-005 1.6885961e-002 6.4884019e-005 1.2976804e-004 6.4884019e-005
5.8700000e-003 3.0772739e-004 1.6821077e-002 3.0772739e-004 6.1545478e-004 3.0772739e-004
5.8800000e-003 5.4259148e-004 1.6513349e-002 5.4259148e-004 1.0851830e-003 5.4259148e-004
5.8900000e-003 7.6618809e-004 1.5970758e-002 7.6618809e-004 1.5323762e-003 7.6618809e-004
5.9000000e-003 9.7544000e-004 1.5204570e-002 9.7544000e-004 1.9508800e-003 9.7544000e-004
5.9100000e-003 1.1675225e-003 1.4229130e-002 1.1675225e-003 2.3350449e-003 1.1675225e-003
5.9200000e-003 1.3399005e-003 1.3061607e-002 1.3399005e-003 2.6798010e-003 1.3399005e-003
5.9300000e-003 1.4903615e-003 1.1721707e-002 1.4903615e-003 2.9807229e-003 1.4903615e-003
5.9400000e-003 1.6170424e-003 1.0231345e-002 1.6170424e-003 3.2340848e-003 1.6170424e-003
5.9500000e-003 1.7184520e-003 8.6143029e-003 1.7184520e-003 3.4369039e-003 1.7184520e-003
5.9600000e-003 1.7934867e-003 6.8958510e-003 1.7934867e-003 3.5869735e-003 1.7934867e-003
5.9700000e-003 1.8414415e-003 5.1023642e-003 1.8414415e-003 3.6828829e-003 1.8414415e-003
5.9800000e-003 1.8620137e-003 3.2609228e-003 1.8620137e-003 3.7240273e-003 1.8620137e-003
5.9900000e-003 1.8553020e-003 1.3989091e-003 1.8553020e-003 3.7106040e-003 1.8553020e-003
6.0000000e-003 1.8217992e-003 -4.5639290e-004 1.8217992e-003 3.6435984e-003 1.8217992e-003
