t 1 2 3 4 5 6 7 jV0700 
9.126e-07 3.5939 0.171138 2.48949 4.77177 5 2.08945 2 0
9.127e-07 3.60004 0.17143 2.47824 4.77075 5 2.07905 1.5 0
9.128e-07 3.60615 0.171721 2.46706 4.76973 5 2.06871 1 0
9.129e-07 3.61223 0.172011 2.45593 4.76872 5 2.05842 0.5 0
9.13e-07 3.61828 0.172299 2.44487 4.76772 5 2.04818 0 0
9.131e-07 3.62429 0.172585 2.43387 4.76672 5 2.03799 0 0
9.132e-07 3.63028 0.17287 2.42292 4.76572 5 2.02785 0 0
9.133e-07 3.63623 0.173154 2.41204 4.76473 5 2.01776 0 0
9.134e-07 3.64215 0.173436 2.40122 4.76375 5 2.00772 0 0
9.135e-07 3.64804 0.173716 2.39045 4.76277 5 1.99773 0 0
9.136e-07 3.6539 0.173995 2.37974 4.76179 5 1.98779 0 0
9.137e-07 3.65973 0.174273 2.36909 4.76083 5 1.9779 0 0
9.138e-07 3.66553 0.174549 2.3585 4.75986 5 1.96806 0 0
9.139e-07 3.6713 0.174824 2.34797 4.75891 5 1.95827 0 0
9.14e-07 3.67704 0.175097 2.33749 4.75795 5 1.94853 0 0
9.141e-07 3.68275 0.175369 2.32707 4.75701 5 1.93884 0 0
9.142e-07 3.68843 0.17564 2.31671 4.75606 5 1.92919 0 0
9.143e-07 3.69408 0.175909 2.3064 4.75513 5 1.91959 0 0
9.144e-07 3.6997 0.176176 2.29615 4.7542 5 1.91004 0 0
9.145e-07 3.70529 0.176442 2.28595 4.75327 5 1.90054 0 0
9.146e-07 3.71085 0.176707 2.27581 4.75235 5 1.89108 0 0
9.147e-07 3.71639 0.176971 2.26572 4.75143 5 1.88168 0 0
9.148e-07 3.72189 0.177233 2.25569 4.75052 5 1.87231 0 0
9.149e-07 3.72737 0.177494 2.24572 4.74961 5 1.863 0 0
9.15e-07 3.73281 0.177753 2.23579 4.74871 5 1.85373 0 0
9.151e-07 3.73823 0.178011 2.22592 4.74781 5 1.84451 0 0
9.152e-07 3.74362 0.178268 2.21611 4.74692 5 1.83533 0 0
9.153e-07 3.74899 0.178523 2.20635 4.74603 5 1.8262 0 0
9.154e-07 3.75432 0.178777 2.19664 4.74515 5 1.81711 0 0
9.155e-07 3.75963 0.17903 2.18698 4.74427 5 1.80807 0 0
9.156e-07 3.76491 0.179281 2.17738 4.7434 5 1.79908 0 0
9.157e-07 3.77016 0.179531 2.16783 4.74253 5 1.79013 0 0
9.158e-07 3.77538 0.17978 2.15833 4.74167 5 1.78122 0 0
9.159e-07 3.78058 0.180028 2.14888 4.74081 5 1.77236 0 0
9.16e-07 3.78575 0.180274 2.13948 4.73995 5 1.76354 0 0
9.161e-07 3.79089 0.180519 2.13013 4.7391 5 1.75477 0 0
9.162e-07 3.79601 0.180762 2.12084 4.73826 5 1.74604 0 0
9.163e-07 3.8011 0.181005 2.11159 4.73742 5 1.73735 0 0
9.164e-07 3.80616 0.181246 2.1024 4.73658 5 1.72871 0 0
9.165e-07 3.8112 0.181486 2.09325 4.73575 5 1.72011 0 0
9.166e-07 3.81621 0.181724 2.08416 4.73492 5 1.71155 0 0
9.167e-07 3.82119 0.181962 2.07511 4.7341 5 1.70303 0 0
9.168e-07 3.82615 0.182198 2.06612 4.73328 5 1.69456 0 0
9.169e-07 3.83108 0.182433 2.05717 4.73247 5 1.68613 0 0
9.17e-07 3.83599 0.182666 2.04827 4.73166 5 1.67774 0 0
9.171e-07 3.84087 0.182899 2.03942 4.73086 5 1.6694 0 0
9.172e-07 3.84573 0.18313 2.03061 4.73006 5 1.66109 0 0
9.173e-07 3.85056 0.18336 2.02186 4.72926 5 1.65283 0 0
9.174e-07 3.85536 0.183589 2.01315 4.72847 5 1.6446 0 0
9.175e-07 3.86014 0.183816 2.00449 4.72768 5 1.63642 0 0
9.176e-07 3.8649 0.184043 1.99587 4.7269 5 1.62828 0 0
9.177e-07 3.86963 0.184268 1.98731 4.72612 5 1.62018 0 0
9.178e-07 3.87433 0.184492 1.97879 4.72534 5 1.61212 0 0
9.179e-07 3.87902 0.184715 1.97031 4.72457 5 1.6041 0 0
9.18e-07 3.88367 0.184937 1.96188 4.72381 5 1.59612 0 0
9.181e-07 3.8883 0.185157 1.9535 4.72305 5 1.58818 0 0
9.182e-07 3.89291 0.185377 1.94516 4.72229 5 1.58027 0 0
9.183e-07 3.8975 0.185595 1.93687 4.72153 5 1.57241 0 0
9.184e-07 3.90206 0.185812 1.92862 4.72078 5 1.56459 0 0
9.185e-07 3.9066 0.186028 1.92042 4.72004 5 1.55681 0 0
9.186e-07 3.91111 0.186243 1.91226 4.7193 5 1.54906 0 0
9.187e-07 3.9156 0.186457 1.90415 4.71856 5 1.54135 0 0
9.188e-07 3.92006 0.18667 1.89608 4.71783 5 1.53368 0 0
9.189e-07 3.92451 0.186881 1.88806 4.7171 5 1.52605 0 0
9.19e-07 3.92893 0.187092 1.88007 4.71637 5 1.51846 0 0
9.191e-07 3.93332 0.187301 1.87213 4.71565 5 1.51091 0 0
9.192e-07 3.9377 0.187509 1.86424 4.71493 5 1.50339 0 0
9.193e-07 3.94205 0.187717 1.85639 4.71422 5 1.49591 0 0
9.194e-07 3.94638 0.187923 1.84858 4.71351 5 1.48847 0 0
9.195e-07 3.95068 0.188128 1.84081 4.7128 5 1.48106 0 0
9.196e-07 3.95497 0.188332 1.83308 4.7121 5 1.4737 0 0
9.197e-07 3.95923 0.188535 1.8254 4.7114 5 1.46636 0 0
9.198e-07 3.96347 0.188737 1.81776 4.71071 5 1.45907 0 0
9.199e-07 3.96768 0.188937 1.81015 4.71001 5 1.45181 0 0
9.2e-07 3.97188 0.189137 1.80259 4.70933 5 1.44459 0 0
9.201e-07 3.97605 0.189336 1.79508 4.70864 5 1.4374 0 0
9.202e-07 3.9802 0.189534 1.7876 4.70796 5 1.43025 0 0
9.203e-07 3.98433 0.18973 1.78016 4.70729 5 1.42313 0 0
9.204e-07 3.98844 0.189926 1.77276 4.70661 5 1.41605 0 0
9.205e-07 3.99253 0.19012 1.76541 4.70595 5 1.40901 0 0
9.206e-07 3.99659 0.190314 1.75809 4.70528 5 1.402 0 0
9.207e-07 4.00064 0.190507 1.75081 4.70462 5 1.39502 0 0
9.208e-07 4.00466 0.190698 1.74358 4.70396 5 1.38808 0 0
9.209e-07 4.00866 0.190889 1.73638 4.70331 5 1.38118 0 0
9.21e-07 4.01265 0.191078 1.72922 4.70266 5 1.3743 2.85521e-10 0
9.211e-07 4.01661 0.191267 1.7221 4.70201 5 1.36747 0.5 0
9.212e-07 4.02055 0.191455 1.71502 4.70137 5 1.36066 1 0
9.213e-07 4.02447 0.191641 1.70797 4.70072 5 1.35389 1.5 0
9.214e-07 4.02836 0.191827 1.70097 4.70009 5 1.34716 2 0
9.215e-07 4.03224 0.192012 1.694 4.69945 0 1.36533 2.5 0
9.216e-07 4.0361 0.192195 1.68707 4.69882 0 1.38341 3 0
9.217e-07 4.03994 0.192378 1.68018 4.6982 0 1.40141 3.5 0
9.218e-07 4.04376 0.19256 1.67332 4.69757 0 1.41931 4 0
9.219e-07 4.04756 0.192741 1.66651 4.69696 0 1.43713 4.5 0
9.22e-07 4.05134 0.192921 1.65973 4.69634 0 1.45485 5 0
9.221e-07 4.05509 0.1931 1.65298 4.69573 0 1.47249 5 0
9.222e-07 4.05883 0.193278 1.64628 4.69512 0 1.49004 5 0
9.223e-07 4.06255 0.193455 1.63961 4.69451 0 1.5075 5 0
9.224e-07 4.06625 0.193631 1.63297 4.69391 0 1.52488 5 0
9.225e-07 4.06994 0.193806 1.62637 4.69331 0 1.54217 5 0
9.226e-07 4.0736 0.193981 1.61981 4.69271 0 1.55937 5 0
9.227e-07 4.07724 0.194154 1.61328 4.69212 0 1.57649 5 0
9.228e-07 4.08086 0.194327 1.60679 4.69153 0 1.59352 5 0
9.229e-07 4.08447 0.194499 1.60033 4.69094 0 1.61047 5 0
9.23e-07 4.08806 0.194669 1.59391 4.69036 0 1.62733 5 0
9.231e-07 4.09162 0.194839 1.58753 4.68978 0 1.64411 5 0
9.232e-07 4.09517 0.195008 1.58117 4.6892 0 1.66081 5 0
9.233e-07 4.0987 0.195176 1.57486 4.68862 0 1.67742 5 0
9.234e-07 4.10222 0.195344 1.56857 4.68805 0 1.69395 5 0
9.235e-07 4.10571 0.19551 1.56233 4.68748 0 1.7104 5 0
9.236e-07 4.10919 0.195676 1.55611 4.68692 0 1.72676 5 0
9.237e-07 4.11264 0.19584 1.54993 4.68636 0 1.74305 5 0
9.238e-07 4.11608 0.196004 1.54378 4.6858 0 1.75925 5 0
9.239e-07 4.1195 0.196167 1.53767 4.68524 0 1.77537 5 0
9.24e-07 4.12291 0.196329 1.53159 4.68469 0 1.79142 5 0
9.241e-07 4.12629 0.19649 1.52554 4.68414 0 1.80738 5 0
9.242e-07 4.12966 0.196651 1.51952 4.68359 0 1.82326 5 0
9.243e-07 4.13301 0.19681 1.51354 4.68305 0 1.83907 5 0
9.244e-07 4.13635 0.196969 1.50759 4.68251 0 1.85479 5 0
9.245e-07 4.13966 0.197127 1.50167 4.68197 0 1.87044 5 0
9.246e-07 4.14296 0.197284 1.49578 4.68143 0 1.88601 5 0
9.247e-07 4.14624 0.19744 1.48993 4.6809 0 1.9015 5 0
9.248e-07 4.14951 0.197596 1.48411 4.68037 0 1.91692 5 0
9.249e-07 4.15276 0.19775 1.47832 4.67985 0 1.93226 5 0
9.25e-07 4.15599 0.197904 1.47256 4.67932 0 1.94752 5 0
9.251e-07 4.1592 0.198057 1.46683 4.6788 0 1.96271 5 0
9.252e-07 4.1624 0.198209 1.46113 4.67828 0 1.97782 5 0
9.253e-07 4.16558 0.198361 1.45547 4.67777 0 1.99285 5 0
9.254e-07 4.16874 0.198511 1.44983 4.67726 0 2.00782 5 0
9.255e-07 4.17189 0.198661 1.44422 4.67675 0 2.0227 5 0
9.256e-07 4.17502 0.19881 1.43865 4.67624 0 2.03751 5 0
9.257e-07 4.17813 0.198959 1.43311 4.67574 0 2.05225 5 0
9.258e-07 4.18123 0.199106 1.42759 4.67524 0 2.06692 5 0
9.259e-07 4.18431 0.199253 1.42211 4.67474 0 2.08151 5 0
9.26e-07 4.18738 0.199399 1.41665 4.67424 0 2.09603 5 0
9.261e-07 4.19043 0.199544 1.41123 4.67375 0 2.11048 5 0
9.262e-07 4.19346 0.199689 1.40583 4.67326 0 2.12485 5 0
9.263e-07 4.19648 0.199833 1.40047 4.67277 0 2.13916 5 0
9.264e-07 4.19949 0.199975 1.39513 4.67228 0 2.15339 5 0
9.265e-07 4.20247 0.200118 1.38982 4.6718 0 2.16755 5 0
9.266e-07 4.20544 0.200259 1.38454 4.67132 0 2.18165 5 0
9.267e-07 4.2084 0.2004 1.37929 4.67084 0 2.19567 5 0
9.268e-07 4.21134 0.20054 1.37407 4.67037 0 2.20962 5 0
9.269e-07 4.21427 0.200679 1.36888 4.6699 0 2.2235 5 0
9.27e-07 4.21718 0.200818 1.36371 4.66943 0 2.23731 5 0
9.271e-07 4.22007 0.200956 1.35857 4.66896 0 2.25106 5 0
9.272e-07 4.22295 0.201093 1.35346 4.6685 0 2.26474 5 0
9.273e-07 4.22582 0.201229 1.34838 4.66803 0 2.27834 5 0
9.274e-07 4.22867 0.201365 1.34333 4.66758 0 2.29188 5 0
9.275e-07 4.2315 0.2015 1.3383 4.66712 0 2.30536 5 0
9.276e-07 4.23432 0.201634 1.3333 4.66666 0 2.31876 5 0
9.277e-07 4.23713 0.201768 1.32833 4.66621 0 2.3321 5 0
9.278e-07 4.23992 0.201901 1.32338 4.66576 0 2.34538 5 0
9.279e-07 4.24269 0.202033 1.31846 4.66531 0 2.35858 5 0
9.28e-07 4.24546 0.202165 1.31357 4.66487 0 2.37172 5 0
9.281e-07 4.2482 0.202295 1.3087 4.66443 0 2.3848 5 0
9.282e-07 4.25094 0.202426 1.30386 4.66399 0 2.39781 5 0
9.283e-07 4.25365 0.202555 1.29905 4.66355 0 2.41076 5 0
9.284e-07 4.25636 0.202684 1.29426 4.66311 0 2.42364 5 0
9.285e-07 4.25905 0.202812 1.2895 4.66268 0 2.43646 5 0
9.286e-07 4.26173 0.202939 1.28477 4.66225 0 2.44921 5 0
9.287e-07 4.26439 0.203066 1.28006 4.66182 0 2.4619 5 0
9.288e-07 4.26704 0.203192 1.27538 4.6614 0 2.47453 5 0
9.289e-07 4.26967 0.203318 1.27072 4.66097 0 2.48709 5 0
9.29e-07 4.27229 0.203443 1.26608 4.66055 0 2.4996 5 0
9.291e-07 4.25122 4.96434 1.26148 4.66013 0 2.51204 5 0
9.292e-07 4.23025 4.96335 1.25689 4.65972 0 2.52441 5 0
9.293e-07 4.20939 4.96235 1.25233 4.6593 0 2.53673 5 0
9.294e-07 4.18864 4.96136 1.2478 4.65889 0 2.54899 5 0
9.295e-07 4.168 4.96038 1.24329 4.65848 0 2.56118 5 0
9.296e-07 4.14746 4.9594 1.23881 4.65807 0 2.57331 5 0
9.297e-07 4.12704 4.95843 1.23435 4.65767 0 2.58539 5 0
9.298e-07 4.10672 4.95746 1.22991 4.65726 0 2.5974 5 0
9.299e-07 4.0865 4.9565 1.2255 4.65686 0 2.60935 5 0
9.3e-07 4.06639 4.95554 1.22111 4.65646 0 2.62125 5 0
9.301e-07 4.04639 4.95459 1.21675 4.65607 0 2.63308 5 0
9.302e-07 4.02649 4.95364 1.21241 4.65567 0 2.64486 5 0
9.303e-07 4.00669 4.9527 1.20809 4.65528 0 2.65657 5 0
9.304e-07 3.98699 4.95176 1.2038 4.65489 0 2.66823 5 0
9.305e-07 3.9674 4.95083 1.19953 4.6545 0 2.67983 5 0
9.306e-07 3.94791 4.9499 1.19528 4.65412 0 2.69138 5 0
9.307e-07 3.92853 4.94898 1.19106 4.65373 0 2.70286 5 0
9.308e-07 3.90924 4.94806 1.18686 4.65335 0 2.71429 5 0
9.309e-07 3.89005 4.94715 1.18268 4.65297 0 2.72566 5 0
9.31e-07 3.87097 4.94624 1.17852 4.65259 0 2.73698 5 0
9.311e-07 3.85198 4.94533 1.17439 4.65222 0 2.74824 5 0
9.312e-07 3.83309 4.94443 1.17028 4.65184 0 2.75944 5 0
9.313e-07 3.81431 4.94354 1.16619 4.65147 0 2.77059 5 0
9.314e-07 3.79561 4.94265 1.16212 4.6511 0 2.78168 5 0
9.315e-07 3.77702 4.94176 1.15808 4.65073 0 2.79271 5 0
9.316e-07 3.75852 4.94088 1.15406 4.65037 0 2.8037 5 0
9.317e-07 3.74012 4.94001 1.15006 4.65001 0 2.81462 5 0
9.318e-07 3.72182 4.93913 1.14608 4.64964 0 2.82549 5 0
9.319e-07 3.70361 4.93827 1.14212 4.64928 0 2.83631 5 0
9.32e-07 3.68549 4.9374 1.13819 4.64893 0 2.84708 5 0
9.321e-07 3.66747 4.93655 1.13427 4.64857 0 2.85779 4.5 0
9.322e-07 3.64955 4.93569 1.13038 4.64822 0 2.86845 4 0
9.323e-07 3.63171 4.93484 1.12651 4.64786 0 2.87905 3.5 0
9.324e-07 3.61397 4.934 1.12266 4.64751 0 2.8896 3 0
9.325e-07 3.59633 4.93316 1.11883 4.64717 0 2.9001 2.5 0
9.326e-07 3.57877 4.93232 1.11502 4.64682 0 2.91055 2 0
9.327e-07 3.56131 4.93149 1.11123 4.64648 0 2.92095 1.5 0
9.328e-07 3.54393 4.93066 1.10746 4.64613 0 2.93129 1 0
9.329e-07 3.52665 4.92984 1.10371 4.64579 0 2.94158 0.5 0
9.33e-07 3.50946 4.92902 1.09999 4.64545 0 2.95182 0 0
9.331e-07 3.49236 4.92821 1.09628 4.64512 0 2.96201 0 0
9.332e-07 3.47534 4.9274 1.09259 4.64478 0 2.97215 0 0
9.333e-07 3.45842 4.92659 1.08892 4.64445 0 2.98224 0 0
9.334e-07 3.44158 4.92579 1.08528 4.64412 0 2.99228 0 0
9.335e-07 3.42483 4.92499 1.08165 4.64379 0 3.00227 0 0
9.336e-07 3.40817 4.9242 1.07804 4.64346 0 3.01221 0 0
9.337e-07 3.3916 4.92341 1.07446 4.64313 0 3.0221 0 0
9.338e-07 3.37511 4.92262 1.07089 4.64281 0 3.03194 0 0
9.339e-07 3.3587 4.92184 1.06734 4.64249 0 3.04173 0 0
9.34e-07 3.34239 4.92107 1.06381 4.64216 0 3.05147 0 0
9.341e-07 3.32615 4.92029 1.0603 4.64185 0 3.06116 0 0
9.342e-07 3.31001 4.91952 1.05681 4.64153 0 3.07081 0 0
9.343e-07 3.29394 4.91876 1.05333 4.64121 0 3.08041 0 0
9.344e-07 3.27796 4.918 1.04988 4.6409 0 3.08996 0 0
9.345e-07 3.26207 4.91724 1.04644 4.64059 0 3.09946 0 0
9.346e-07 3.24625 4.91649 1.04303 4.64028 0 3.10892 0 0
9.347e-07 3.23052 4.91574 1.03963 4.63997 0 3.11832 0 0
9.348e-07 3.21487 4.91499 1.03625 4.63966 0 3.12769 0 0
9.349e-07 3.19931 4.91425 1.03289 4.63935 0 3.137 0 0
9.35e-07 3.18382 4.91352 1.02955 4.63905 0 3.14627 0 0
9.351e-07 3.16841 4.91278 1.02622 4.63875 0 3.15549 0 0
9.352e-07 3.15309 4.91205 1.02291 4.63845 0 3.16467 0 0
9.353e-07 3.13784 4.91133 1.01962 4.63815 0 3.1738 0 0
9.354e-07 3.12267 4.9106 1.01635 4.63785 0 3.18289 0 0
9.355e-07 3.10759 4.90989 1.0131 4.63755 0 3.19193 0 0
9.356e-07 3.09258 4.90917 1.00986 4.63726 0 3.20092 0 0
9.357e-07 3.07765 4.90846 1.00665 4.63697 0 3.20987 0 0
9.358e-07 3.0628 4.90775 1.00345 4.63668 0 3.21878 0 0
9.359e-07 3.04802 4.90705 1.00026 4.63639 0 3.22764 0 0
9.36e-07 3.03332 4.90635 0.997097 4.6361 0 3.23646 0 0
9.361e-07 3.0187 4.90565 0.993948 4.63581 0 3.24523 0 0
9.362e-07 3.00415 4.90496 0.990816 4.63553 0 3.25396 0 0
9.363e-07 2.98968 4.90427 0.987702 4.63525 0 3.26265 0 0
9.364e-07 2.97529 4.90359 0.984604 4.63496 0 3.27129 0 0
9.365e-07 2.96097 4.9029 0.981523 4.63468 0 3.27989 0 0
9.366e-07 2.94673 4.90223 0.978458 4.63441 0 3.28845 0 0
9.367e-07 2.93256 4.90155 0.975411 4.63413 0 3.29697 0 0
9.368e-07 2.91846 4.90088 0.97238 4.63385 0 3.30544 0 0
9.369e-07 2.90444 4.90021 0.969365 4.63358 0 3.31387 0 0
9.37e-07 2.89049 4.89955 0.966367 4.63331 0 3.32226 0 0
9.371e-07 2.87661 4.89889 0.963384 4.63303 0 3.3306 0 0
9.372e-07 2.8628 4.89823 0.960419 4.63277 0 3.33891 0 0
9.373e-07 2.84907 4.89757 0.957469 4.6325 0 3.34717 0 0
9.374e-07 2.83541 4.89692 0.954535 4.63223 0 3.3554 0 0
9.375e-07 2.82182 4.89628 0.951617 4.63197 0 3.36358 0 0
9.376e-07 2.8083 4.89563 0.948715 4.6317 0 3.37172 0 0
9.377e-07 2.79485 4.89499 0.945829 4.63144 0 3.37982 0 0
9.378e-07 2.78147 4.89436 0.942958 4.63118 0 3.38788 0 0
9.379e-07 2.76816 4.89372 0.940103 4.63092 0 3.3959 0 0
9.38e-07 2.75492 4.89309 0.937263 4.63066 0 3.40388 0 0
9.381e-07 2.74175 4.89246 0.934439 4.6304 0 3.41182 0 0
9.382e-07 2.72865 4.89184 0.93163 4.63015 0 3.41973 0 0
9.383e-07 2.71561 4.89122 0.928836 4.62989 0 3.42759 0 0
9.384e-07 2.70265 4.8906 0.926058 4.62964 0 3.43541 0 0
9.385e-07 2.68975 4.88999 0.923294 4.62939 0 3.44319 0 0
9.386e-07 2.67692 4.88938 0.920546 4.62914 0 3.45094 0 0
9.387e-07 2.66415 4.88877 0.917812 4.62889 0 3.45865 0 0
9.388e-07 2.65145 4.88816 0.915094 4.62864 0 3.46632 0 0
9.389e-07 2.63882 4.88756 0.91239 4.6284 0 3.47395 0 0
9.39e-07 2.62626 4.88696 0.909701 4.62815 0 3.48154 0 0
9.391e-07 2.61375 4.88637 0.907026 4.62791 0 3.48909 0 0
9.392e-07 2.60132 4.88578 0.904366 4.62767 0 3.49661 0 0
9.393e-07 2.58895 4.88519 0.90172 4.62743 0 3.50409 0 0
9.394e-07 2.57664 4.8846 0.899089 4.62719 0 3.51153 0 0
9.395e-07 2.5644 4.88402 0.896471 4.62695 0 3.51894 0 0
9.396e-07 2.55222 4.88344 0.893869 4.62672 0 3.5263 0 0
9.397e-07 2.54011 4.88286 0.89128 4.62648 0 3.53364 0 0
9.398e-07 2.52806 4.88229 0.888705 4.62625 0 3.54093 0 0
9.399e-07 2.51607 4.88172 0.886144 4.62601 0 3.54819 0 0
9.4e-07 2.50414 4.88115 0.883597 4.62578 0 3.55541 0 0
9.401e-07 2.49228 4.88058 0.881064 4.62555 0 3.5626 0 0
9.402e-07 2.48047 4.88002 0.878545 4.62532 0 3.56975 0 0
9.403e-07 2.46873 4.87946 0.876039 4.62509 0 3.57687 0 0
9.404e-07 2.45705 4.87891 0.873547 4.62487 0 3.58395 0 0
9.405e-07 2.44543 4.87835 0.871069 4.62464 0 3.59099 0 0
9.406e-07 2.43387 4.8778 0.868603 4.62442 0 3.598 0 0
9.407e-07 2.42238 4.87726 0.866152 4.6242 0 3.60498 0 0
9.408e-07 2.41094 4.87671 0.863713 4.62397 0 3.61192 0 0
9.409e-07 2.39956 4.87617 0.861288 4.62375 0 3.61882 0 0
9.41e-07 2.38824 4.87563 0.858876 4.62353 0 3.6257 2.93032e-10 0
9.411e-07 2.37698 4.87509 0.856477 4.62332 0 3.63253 0.5 0
9.412e-07 2.36578 4.87456 0.854091 4.6231 0 3.63934 1 0
9.413e-07 2.35464 4.87403 0.851718 4.62288 0 3.64611 1.5 0
9.414e-07 2.34355 4.8735 0.849358 4.62267 0 3.65284 2 0
9.415e-07 2.33252 4.87298 0.847011 4.62246 5 3.63467 2.5 0
9.416e-07 2.32155 4.87245 0.844676 4.62224 5 3.61659 3 0
9.417e-07 2.31064 4.87194 0.842354 4.62203 5 3.59859 3.5 0
9.418e-07 2.29978 4.87142 0.840045 4.62182 5 3.58069 4 0
9.419e-07 2.28898 4.8709 0.837748 4.62161 5 3.56287 4.5 0
9.42e-07 2.27824 4.87039 0.835464 4.62141 5 3.54515 5 0
9.421e-07 2.26755 4.86988 0.833192 4.6212 5 3.52751 5 0
9.422e-07 2.25692 4.86938 0.830932 4.62099 5 3.50996 5 0
9.423e-07 2.24635 4.86887 0.828685 4.62079 5 3.4925 5 0
9.424e-07 2.23582 4.86837 0.82645 4.62059 5 3.47512 5 0
9.425e-07 2.22536 4.86787 0.824226 4.62038 5 3.45783 5 0
9.426e-07 2.21495 4.86738 0.822015 4.62018 5 3.44063 5 0
9.427e-07 2.20459 4.86689 0.819816 4.61998 5 3.42351 5 0
9.428e-07 2.19429 4.86639 0.817629 4.61978 5 3.40648 5 0
9.429e-07 2.18404 4.86591 0.815454 4.61959 5 3.38953 5 0
9.43e-07 2.17384 4.86542 0.813291 4.61939 5 3.37267 5 0
9.431e-07 2.1637 4.86494 0.811139 4.61919 5 3.35589 5 0
9.432e-07 2.15361 4.86446 0.808999 4.619 5 3.33919 5 0
9.433e-07 2.14357 4.86398 0.806871 4.61881 5 3.32258 5 0
9.434e-07 2.13358 4.8635 0.804754 4.61861 5 3.30605 5 0
9.435e-07 2.12365 4.86303 0.802649 4.61842 5 3.2896 5 0
9.436e-07 2.11377 4.86256 0.800555 4.61823 5 3.27324 5 0
9.437e-07 2.10394 4.86209 0.798472 4.61804 5 3.25695 5 0
9.438e-07 2.09416 4.86163 0.796401 4.61785 5 3.24075 5 0
9.439e-07 2.08443 4.86116 0.794341 4.61767 5 3.22463 5 0
9.44e-07 2.07475 4.8607 0.792292 4.61748 5 3.20858 5 0
9.441e-07 2.06513 4.86024 0.790254 4.6173 5 3.19262 5 0
9.442e-07 2.05555 4.85979 0.788227 4.61711 5 3.17674 5 0
9.443e-07 2.04602 4.85933 0.786212 4.61693 5 3.16093 5 0
9.444e-07 2.03655 4.85888 0.784207 4.61675 5 3.14521 5 0
9.445e-07 2.02712 4.85843 0.782213 4.61656 5 3.12956 5 0
9.446e-07 2.01774 4.85799 0.78023 4.61638 5 3.11399 5 0
9.447e-07 2.00841 4.85754 0.778258 4.61621 5 3.0985 5 0
9.448e-07 1.99913 4.8571 0.776296 4.61603 5 3.08308 5 0
9.449e-07 1.9899 4.85666 0.774345 4.61585 5 3.06774 5 0
9.45e-07 1.98071 4.85622 0.772405 4.61567 5 3.05248 5 0
9.451e-07 1.97158 4.85579 0.770475 4.6155 5 3.03729 5 0
9.452e-07 1.96249 4.85536 0.768555 4.61532 5 3.02218 5 0
9.453e-07 1.95344 4.85493 0.766646 4.61515 5 3.00715 5 0
9.454e-07 1.94445 4.8545 0.764748 4.61498 5 2.99218 5 0
9.455e-07 1.9355 4.85407 0.76286 4.61481 5 2.9773 5 0
9.456e-07 1.9266 4.85365 0.760981 4.61463 5 2.96249 5 0
9.457e-07 1.91775 4.85323 0.759114 4.61446 5 2.94775 5 0
9.458e-07 1.90894 4.85281 0.757256 4.6143 5 2.93308 5 0
9.459e-07 1.90017 4.85239 0.755408 4.61413 5 2.91849 5 0
9.46e-07 1.89146 4.85197 0.75357 4.61396 5 2.90397 5 0
9.461e-07 1.88278 4.85156 0.751743 4.61379 5 2.88952 5 0
9.462e-07 1.87416 4.85115 0.749925 4.61363 5 2.87515 5 0
9.463e-07 1.86558 4.85074 0.748117 4.61347 5 2.86084 5 0
9.464e-07 1.85704 4.85034 0.746319 4.6133 5 2.84661 5 0
9.465e-07 1.84855 4.84993 0.744531 4.61314 5 2.83245 5 0
9.466e-07 1.8401 4.84953 0.742752 4.61298 5 2.81835 5 0
9.467e-07 1.8317 4.84913 0.740983 4.61282 5 2.80433 5 0
9.468e-07 1.82333 4.84873 0.739224 4.61266 5 2.79038 5 0
9.469e-07 1.81502 4.84833 0.737474 4.6125 5 2.7765 5 0
9.47e-07 1.80674 4.84794 0.735733 4.61234 5 2.76269 5 0
9.471e-07 1.79851 4.84755 0.734002 4.61218 5 2.74894 5 0
9.472e-07 1.79033 4.84716 0.732281 4.61203 5 2.73526 5 0
9.473e-07 1.78218 4.84677 0.730569 4.61187 5 2.72166 5 0
9.474e-07 1.77408 4.84638 0.728866 4.61172 5 2.70812 5 0
9.475e-07 1.76602 4.846 0.727172 4.61156 5 2.69464 5 0
9.476e-07 1.758 4.84562 0.725488 4.61141 5 2.68124 5 0
9.477e-07 1.75003 4.84524 0.723812 4.61126 5 2.6679 5 0
9.478e-07 1.74209 4.84486 0.722146 4.6111 5 2.65462 5 0
9.479e-07 1.7342 4.84449 0.720489 4.61095 5 2.64142 5 0
9.48e-07 1.72634 4.84411 0.718841 4.6108 5 2.62828 5 0
9.481e-07 1.71853 4.84374 0.717201 4.61065 5 2.6152 5 0
9.482e-07 1.71076 4.84337 0.715571 4.61051 5 2.60219 5 0
9.483e-07 1.70303 4.843 0.713949 4.61036 5 2.58924 5 0
9.484e-07 1.69534 4.84264 0.712337 4.61021 5 2.57636 5 0
9.485e-07 1.68769 4.84227 0.710733 4.61007 5 2.56354 5 0
9.486e-07 1.68008 4.84191 0.709137 4.60992 5 2.55079 5 0
9.487e-07 1.67251 4.84155 0.707551 4.60978 5 2.5381 5 0
9.488e-07 1.66498 4.84119 0.705973 4.60963 5 2.52547 5 0
9.489e-07 1.65749 4.84083 0.704403 4.60949 5 2.51291 5 0
9.49e-07 1.65004 4.84048 0.702842 4.60935 5 2.5004 5 0
9.491e-07 1.64262 4.84012 0.70129 4.60921 5 2.48796 5 0
